time,time_diff,payload,std_dev_payload,Avg_psh_flag,Duration_window_flow,Min_delta_time,Max_delta_time,StDev_delta_time,label
1592204029.350399,1.0017770000000001,7,2.4156838903062976,55.0,54.086663,0.980159,1.0243149999999999,0.0044121548838099685,1
1592204030.350203,0.9998040000000001,8,2.4222477062879597,56.0,55.086467000000006,0.980159,1.0243149999999999,0.00437785047058039,1
1592204031.351301,1.001098,1,2.4511087051164253,57.0,56.087565000000005,0.980159,1.0243149999999999,0.00433833193447681,1
1592204032.353048,1.001747,7,2.4691980024919435,58.0,57.089312,0.980159,1.0243149999999999,0.004299490921153073,1
1592204033.353725,1.000677,3,2.4732486863086547,59.0,58.089989,0.980159,1.0243149999999999,0.004263210779203028,1
1592204034.3561368,1.002412,3,2.457970122371964,60.0,59.092401,0.980159,1.0243149999999999,0.00422778356003574,1
1592204035.357973,1.001836,6,2.4429132889946548,61.0,60.094237,0.980159,1.0243149999999999,0.004191946564915558,1
1592204036.360805,1.002832,7,2.4323628201583927,62.0,61.097069,0.980159,1.0243149999999999,0.0041600031023396366,1
1592204037.363265,1.0024600000000001,4,2.4362884084919667,63.0,62.099529000000004,0.980159,1.0243149999999999,0.004127238637806193,1
1592204038.363036,0.999771,3,2.4169880896682834,64.0,63.0993,0.980159,1.0243149999999999,0.0041003369210784926,1
1592204039.365582,1.002546,0,2.4037008503093262,65.0,64.101846,0.980159,1.0243149999999999,0.004069470408268113,1
1592204040.366536,1.0009540000000001,3,2.4446509688245888,66.0,65.1028,0.980159,1.0243149999999999,0.004038326328276833,1
1592204041.367614,1.0010780000000001,2,2.430769230769231,67.0,66.10387800000001,0.980159,1.0243149999999999,0.004007621200153039,1
1592204042.370075,1.002461,8,2.4278382422974905,68.0,67.106339,0.980159,1.0243149999999999,0.003978620867548054,1
1592204043.3717132,1.001638,0,2.4530340004837923,69.0,68.107977,0.980159,1.0243149999999999,0.003948822859323976,1
1592204044.37319,1.001477,2,2.4885551178132395,70.0,69.109454,0.980159,1.0243149999999999,0.003919702592639971,1
1592204045.375424,1.002234,2,2.484482401634748,71.0,70.111688,0.980159,1.0243149999999999,0.003891965315862383,1
1592204046.376935,1.001511,7,2.4801250791367893,72.0,71.113199,0.980159,1.0243149999999999,0.003864078589479521,1
1592204047.379386,1.002451,7,2.485506489914373,73.0,72.11565,0.980159,1.0243149999999999,0.003838098281114354,1
1592204048.38214,1.0027540000000001,3,2.4901038701127742,74.0,73.118404,0.980159,1.0243149999999999,0.0038137182424206814,1
1592204049.3814301,0.99929,4,2.4770668918226817,75.0,74.117694,0.980159,1.0243149999999999,0.0037971957576113493,1
1592204050.383243,1.0018129999999998,8,2.4603874103302537,76.0,75.119507,0.980159,1.0243149999999999,0.0037715393021135798,1
1592204051.384691,1.001448,6,2.4824360795172327,77.0,76.12095500000001,0.980159,1.0243149999999999,0.003746348471043668,1
1592204052.386239,1.0015479999999999,7,2.4740691189900432,78.0,77.12250300000001,0.980159,1.0243149999999999,0.0037216231316601627,1
1592204053.383055,0.996816,7,2.477219536117686,79.0,78.11931899999999,0.980159,1.0243149999999999,0.003736697971708208,1
1592204054.389649,1.006594,2,2.479800049202288,80.0,79.125913,0.980159,1.0243149999999999,0.0037561340990451522,1
1592204055.391317,1.001668,3,2.4779754077582963,81.0,80.127581,0.980159,1.0243149999999999,0.0037322945982593884,1
1592204056.392395,1.0010780000000001,4,2.4667792767088015,82.0,81.128659,0.980159,1.0243149999999999,0.0037093388243995096,1
1592204057.394077,1.001682,4,2.4517287649533883,83.0,82.130341,0.980159,1.0243149999999999,0.0036863850579794384,1
1592204058.395308,1.001231,9,2.436950337664905,84.0,83.13157199999999,0.980159,1.0243149999999999,0.003664049488292894,-1
1592204059.39678,1.001472,2,2.476072166162042,85.0,84.133044,0.980159,1.0243149999999999,0.0036419309592407257,1
1592204060.399817,1.0030370000000002,0,2.474444210254065,86.0,85.136081,0.980159,1.0243149999999999,0.003623617394478704,1
1592204061.3983061,0.998489,1,2.503589119146481,87.0,86.13457,0.980159,1.0243149999999999,0.0036178353901174564,1
1592204062.400425,1.002119,8,2.513565144370021,88.0,87.136689,0.980159,1.0243149999999999,0.003597230750699358,1
1592204063.401286,1.000861,9,2.531137834965872,89.0,88.13755,0.980159,1.0243149999999999,0.003577298321730259,1
1592204064.4039161,1.00263,7,2.566043961347944,90.0,89.14018,0.980159,1.0243149999999999,0.0035587121948036666,1
1592204065.404736,1.00082,1,2.567065351156145,91.0,90.141,0.980159,1.0243149999999999,0.0035395578883447893,1
1592204066.4074519,1.002716,9,2.5769395188771154,92.0,91.143716,0.980159,1.0243149999999999,0.003521900189432169,1
1592204067.407878,1.000426,4,2.6087273291752338,93.0,92.144142,0.980159,1.0243149999999999,0.0035045589158887737,1
1592204068.410143,1.002265,3,2.5947999474884043,94.0,93.146407,0.980159,1.0243149999999999,0.003486212309069597,1
1592204069.41209,1.001947,3,2.584674274065823,95.0,94.148354,0.980159,1.0243149999999999,0.003467631689789581,1
1592204070.414027,1.001937,1,2.5746439187360046,96.0,95.15029100000001,0.980159,1.0243149999999999,0.0034493339242764845,1
1592204071.414985,1.000958,2,2.5836477037443997,97.0,96.15124899999999,0.980159,1.0243149999999999,0.0034317225350813385,1
1592204072.420166,1.0051809999999999,4,2.5807909196278054,98.0,97.15643,0.980159,1.0243149999999999,0.0034333746413768807,1
1592204073.4179099,0.9977440000000001,3,2.5676105785972445,99.0,98.154174,0.980159,1.0243149999999999,0.0034379145319590678,1
1592204076.423817,1.002074,4,0.0,2.0,1.002074,1.002074,1.002074,0.0,1
1592204077.425494,1.0016770000000002,9,0.0,3.0,2.003751,1.0016770000000002,1.002074,0.00028072139213105945,1
1592204078.428433,1.002939,1,2.5,4.0,3.0066900000000003,1.0016770000000002,1.002939,0.0006453007050980186,1
1592204079.430177,1.001744,3,3.2998316455372216,5.0,4.008433999999999,1.0016770000000002,1.002939,0.0005802220839184483,1
1592204080.4319382,1.0017610000000001,0,2.9474565306378993,6.0,5.0101949999999995,1.0016770000000002,1.002939,0.0005259700561819085,1
1592204081.431922,0.999984,6,3.136877428271623,7.0,6.010179,0.999984,1.002939,0.0009618487926904103,1
1592204082.434546,1.002624,9,3.0230595245361758,8.0,7.012803,0.999984,1.002939,0.0009454388751615126,1
1592204083.437815,1.003269,9,3.331972511340172,9.0,8.016072,0.999984,1.003269,0.001012601176602685,1
1592204084.44012,1.002305,4,3.443744328488977,10.0,9.018377000000001,0.999984,1.003269,0.0009523266829775963,1
1592204085.440185,1.000065,1,3.2659863237109037,11.0,10.018442,0.999984,1.003269,0.001094059189948657,1
1592204086.4410212,1.000836,4,3.3226495451672298,12.0,11.019278,0.999984,1.003269,0.0010815151745247372,1
1592204087.443938,1.002917,1,3.1727142484754816,13.0,12.022195,0.999984,1.003269,0.0010845907865376805,1
1592204088.445,1.0010620000000001,2,3.1917863337009265,14.0,13.023257000000001,0.999984,1.003269,0.0010611425446187706,1
1592204089.446462,1.001462,7,3.1246301556292155,15.0,14.024719000000001,0.999984,1.003269,0.0010232517253377065,1
1592204090.451727,1.0052649999999999,8,3.103651568914348,16.0,15.029983999999999,0.999984,1.0052649999999999,0.0013373937056115988,1
1592204091.447792,0.996065,4,3.1382939455839516,17.0,16.026049,0.996065,1.0052649999999999,0.001967257802754891,1
1592204092.449539,1.001747,0,3.0413812651491097,18.0,17.027796,0.996065,1.0052649999999999,0.0019050075941642675,1
1592204093.451801,1.002262,1,3.1348029634057006,19.0,18.030058,0.996065,1.0052649999999999,0.001854027123632068,1
1592204094.452788,1.000987,7,3.1353224576716583,20.0,19.031045000000002,0.996065,1.0052649999999999,0.0018085886908392355,1
1592204095.455252,1.002464,4,3.121722658176193,21.0,20.033509,0.996065,1.0052649999999999,0.0017701087232442144,1
1592204096.457689,1.002437,7,3.043024810940588,22.0,21.035946,0.996065,1.0052649999999999,0.0017332736986078435,1
1592204097.458718,1.0010290000000002,5,3.028960741674143,23.0,22.036975,0.996065,1.0052649999999999,0.0016977529515261002,1
1592204098.459831,1.001113,8,2.9625764976000584,24.0,23.038088000000002,0.996065,1.0052649999999999,0.0016629371332347199,1
1592204099.462263,1.002432,4,2.990849308159972,25.0,24.04052,0.996065,1.0052649999999999,0.0016340800274869903,1
1592204100.463651,1.001388,2,2.9297326385411577,26.0,25.041908,0.996065,1.0052649999999999,0.0016008018230457722,1
1592204101.465203,1.001552,8,2.912043955712207,27.0,26.04346,0.996065,1.0052649999999999,0.0015686485452329779,1
1592204102.4675741,1.002371,6,2.9382198853514274,28.0,27.045831,0.996065,1.0052649999999999,0.0015440653466974106,1
1592204103.469257,1.001683,2,2.8964762660766152,29.0,28.047514000000003,0.996065,1.0052649999999999,0.0015152042260239528,1
1592204104.470794,1.0015370000000001,6,2.8846886437583814,30.0,29.049051000000002,0.996065,1.0052649999999999,0.0014881973639570359,1
1592204105.472505,1.001711,9,2.8476996995948385,31.0,30.050762,0.996065,1.0052649999999999,0.0014623180684561526,1
1592204106.474098,1.001593,3,2.911471563774352,32.0,31.052355,0.996065,1.0052649999999999,0.001437849638451705,1
1592204107.476492,1.002394,3,2.8798340800858893,33.0,32.054749,0.996065,1.0052649999999999,0.0014199502117435824,1
1592204108.479397,1.002905,2,2.8488964420455862,34.0,33.057654,0.996065,1.0052649999999999,0.0014129608620649312,1
1592204109.478724,0.9993270000000001,9,2.840414098291028,35.0,34.056981,0.996065,1.0052649999999999,0.0014519709565433035,1
1592204110.4798849,1.001161,3,2.899110948318025,36.0,35.058142,0.996065,1.0052649999999999,0.0014331044828705024,1
1592204111.482375,1.0024899999999999,7,2.8705400188814645,37.0,36.060632,0.996065,1.0052649999999999,0.0014192214789627467,1
1592204112.482801,1.000426,6,2.857738033247041,38.0,37.061058,0.996065,1.0052649999999999,0.0014145766177579453,1
1592204113.484389,1.001588,3,2.827135546467627,39.0,38.062646,0.996065,1.0052649999999999,0.0013953662820802393,1
1592204114.486225,1.001836,2,2.802971316201074,40.0,39.064482,0.996065,1.0052649999999999,0.0013772108277121595,1
1592204115.4882061,1.001981,3,2.7985156204394364,41.0,40.066463,0.996065,1.0052649999999999,0.001360426175448765,1
1592204116.4897811,1.001575,8,2.7744368798010166,42.0,41.068038,0.996065,1.0052649999999999,0.0013433812581981515,1
1592204117.4927359,1.0029549999999998,7,2.791591010307219,43.0,42.070993,0.996065,1.0052649999999999,0.0013418714723101345,1
1592204118.493975,1.001239,5,2.7816413040992902,44.0,43.072232,0.996065,1.0052649999999999,0.0013275857474918606,1
1592204119.495672,1.0016969999999998,3,2.749502142849072,45.0,44.073929,0.996065,1.0052649999999999,0.0013120604527256984,1
1592204120.497667,1.001995,9,2.7298283480683097,46.0,45.075924,0.996065,1.0052649999999999,0.0012979135984690618,1
1592204121.4971519,0.9994850000000001,5,2.774130939435953,47.0,46.075409,0.996065,1.0052649999999999,0.0013238476255781073,1
1592204122.499276,1.002124,9,2.7440432133805417,48.0,47.077533,0.996065,1.0052649999999999,0.0013112860833603135,1
1592204123.502092,1.002816,4,2.7827639971817337,49.0,48.080349,0.996065,1.0052649999999999,0.0013081392730564913,1
1592204124.5031,1.001008,4,2.7563059014235383,50.0,49.081357000000004,0.996065,1.0052649999999999,0.001297932290719557,1
1592204125.5053198,1.00222,1,2.7305786886684684,51.0,50.083577000000005,0.996065,1.0052649999999999,0.0012870556686817064,1
1592204126.5070019,1.001682,7,2.7554310007692084,52.0,51.085259,0.996065,1.0052649999999999,0.0012741209494100195,1
1592204127.508892,1.00189,1,2.7462182588253485,53.0,52.087149,0.996065,1.0052649999999999,0.001261930740050644,1
1592204128.510079,1.001187,2,2.7688968815808948,54.0,53.088336,0.996065,1.0052649999999999,0.001251541224886624,1
1592204129.506815,0.9967360000000001,8,2.7673527724225058,55.0,54.085072,0.996065,1.0052649999999999,0.0014096181139279908,1
1592204130.51397,1.007155,6,2.7783332777888865,56.0,55.092227,0.996065,1.007155,0.0015862724232216232,1
1592204131.515683,1.0017129999999999,2,2.7582483362267296,57.0,56.09394,0.996065,1.007155,0.0015717930351845134,1
1592204132.518531,1.002848,4,2.7575846241201143,58.0,57.096788000000004,0.996065,1.007155,0.0015653922827032422,1
1592204133.519148,1.000617,1,2.7348170645824377,59.0,58.097405,0.996065,1.007155,0.0015580794288657324,1
1592204134.520736,1.001588,3,2.7532274866674675,60.0,59.09899300000001,0.996065,1.007155,0.00154463514064291,1
1592204135.5209901,1.000254,7,2.737799710814412,61.0,60.099247,0.996065,1.007155,0.0015424810532766726,1
1592204136.524251,1.003261,5,2.7323168841764227,62.0,61.10250799999999,0.996065,1.007155,0.001543347903895624,1
1592204137.525664,1.0014129999999999,0,2.710228269892795,63.0,62.103921,0.996065,1.007155,0.0015310220827692276,1
1592204138.5289981,1.003334,9,2.751075846692705,64.0,63.107255,0.996065,1.007155,0.0015329215288860936,1
1592204139.5294778,1.00048,8,2.7848888570429766,65.0,64.10773499999999,0.996065,1.007155,0.0015283649357192516,1
1592204140.530853,1.001375,8,2.79438611326352,66.0,65.10911,0.996065,1.007155,0.0015168598494536714,1
1592204141.532845,1.001992,3,2.8026192313999805,67.0,66.111102,0.996065,1.007155,0.0015056407032465373,1
1592204142.53428,1.001435,2,2.789401757926922,68.0,67.112537,0.996065,1.007155,0.0014944988473107954,1
1592204143.5356581,1.001378,9,2.7879702117377603,69.0,68.113915,0.996065,1.007155,0.00148375495669268,1
1592204144.536431,1.000773,6,2.8160132804814237,70.0,69.114688,0.996065,1.007155,0.0014768041436450288,1
1592204145.538027,1.001596,5,2.7996159006810832,71.0,70.116284,0.996065,1.007155,0.0014660849234947307,1
1592204146.5396311,1.0016040000000002,0,2.779700468373805,72.0,71.117888,0.996065,1.007155,0.001455591048130064,1
1592204147.541193,1.001562,5,2.816408407562873,73.0,72.11945,0.996065,1.007155,0.0014453505737044106,1
1592204148.54311,1.001917,9,2.797016708769507,74.0,73.121367,0.996065,1.007155,0.001435595869184459,1
1592204149.544076,1.000966,8,2.8225162286091234,75.0,74.122333,0.996065,1.007155,0.0014280266936842814,1
1592204150.547219,1.0031430000000001,9,2.8283302768342957,76.0,75.125476,0.996065,1.007155,0.0014287400373806335,1
1592204151.549181,1.001962,2,2.850465848866735,77.0,76.127438,0.996065,1.007155,0.0014195702327162384,1
1592204152.5498118,1.000631,3,2.8502563426535104,78.0,77.128069,0.996065,1.007155,0.0014152273380339015,1
1592204153.552339,1.002527,5,2.839140451312148,79.0,78.130596,0.996065,1.007155,0.001409404989198074,1
1592204154.553081,1.000742,8,2.8209789824564244,80.0,79.131338,0.996065,1.007155,0.001404264209866959,1
1592204155.55623,1.003149,9,2.8258767195504304,81.0,80.134487,0.996065,1.007155,0.0014052107566937596,1
1592204156.558099,1.0018690000000001,4,2.8460224436922488,82.0,81.136356,0.996065,1.007155,0.001396556656367526,1
1592204157.558987,1.000888,1,2.8300971324315185,83.0,82.137244,0.996065,1.007155,0.0013906859350943535,1
1592204158.560927,1.00194,5,2.8447850364533327,84.0,83.139184,0.996065,1.007155,0.0013824891584704288,1
1592204159.5617619,1.0008350000000001,0,2.827657198376162,85.0,84.140019,0.996065,1.007155,0.0013772026739915842,1
1592204160.5644429,1.002681,4,2.8592006478509338,86.0,85.1427,0.996065,1.007155,0.001373392360409163,1
1592204161.5666199,1.002177,1,2.8435564261658186,87.0,86.14487700000001,0.996065,1.007155,0.0013663461207227936,1
1592204162.568266,1.0016459999999998,8,2.855639718948248,88.0,87.146523,0.996065,1.007155,0.0013583853291632554,1
1592204163.569643,1.001377,8,2.8606145037180877,89.0,88.1479,0.996065,1.007155,0.0013509528484540391,1
1592204164.571575,1.001932,3,2.8649888580978455,90.0,89.14983199999999,0.996065,1.007155,0.0013435191841814295,1
1592204165.5733051,1.00173,7,2.8551267076263778,91.0,90.151562,0.996065,1.007155,0.0013359589913118275,1
1592204166.574285,1.00098,5,2.8487814158961995,92.0,91.15254200000001,0.996065,1.007155,0.001330564594329242,1
1592204167.57649,1.002205,4,2.8331622538214583,93.0,92.154747,0.996065,1.007155,0.0013243812277013089,1
1592204168.57704,1.00055,1,2.8189500183666167,94.0,93.15529699999999,0.996065,1.007155,0.00132238425639151,1
1592204169.579581,1.002541,7,2.830919581506489,95.0,94.157838,0.996065,1.007155,0.0013183209526004779,1
1592204170.580099,1.000518,2,2.8252443137403733,96.0,95.15835600000001,0.996065,1.007155,0.0013166901126049286,1
1592204171.5813198,1.001221,2,2.8245853763829576,97.0,96.159577,0.996065,1.007155,0.0013105322682811515,1
1592204172.583848,1.002528,2,2.823646892023387,98.0,97.16210500000001,0.996065,1.007155,0.0013066488093743931,1
1592204173.583758,0.9999100000000001,8,2.8224462035627047,99.0,98.162015,0.996065,1.007155,0.0013120139178448365,-1
