version,ihl,tos,len,ip_flags,frag,ttl,proto,ip_options,time,sport,dport,dataofs,reserved,tcp_udp_flags,window,urgptr,tcp_udp_options,land,time_diff,payload,std_dev_payload,Avg_syn_flag,Avg_urg_flag,Avg_fin_flag,Avg_ack_flag,Avg_psh_flag,Avg_rst_flag,Avg_DNS_pkt,Avg_TCP_pkt,Avg_UDP_pkt,Avg_ICMP_pkt,Duration_window_flow,Avg_delta_time,Min_delta_time,Max_delta_time,StDev_delta_time,Avg_pkts_lenght,Min_pkts_lenght,Max_pkts_lenght,StDev_pkts_lenght,Avg_small_payload_pkt,Avg_payload,Min_payload,Max_payload,StDev_payload,Avg_DNS_over_TCP
4,5,0,68,DF,0,64,6,0,1592203425.572277,52590,1885,8,0,PA,502,0,3,0,1.005629,8,3.0871689692820445,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,15.023027,15.023027,0.996567,1.005629,0.0025111241895290834,1312.0,82.0,82.0,0.0,16.0,256.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203426.577609,52590,1885,8,0,PA,502,0,3,0,1.005332,7,3.1026870075253594,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,16.028359,16.028359,0.996567,1.005629,0.0026050669849033313,1394.0,82.0,82.0,0.0,17.0,272.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203427.570495,52590,1885,8,0,PA,502,0,3,0,0.992886,3,3.050998811864731,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,17.021245,17.021245,0.992886,1.005629,0.0033177473488179045,1476.0,82.0,82.0,0.0,18.0,288.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203428.570577,52590,1885,8,0,PA,502,0,3,0,1.000082,8,2.994805190907731,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,18.021327,18.021327,0.992886,1.005629,0.0032304338126089285,1558.0,82.0,82.0,0.0,19.0,304.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203429.573214,52590,1885,8,0,PA,502,0,3,0,1.002637,6,3.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,19.023964,19.023964,0.992886,1.005629,0.0031570445363786623,1640.0,82.0,82.0,0.0,20.0,320.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203430.577845,52590,1885,8,0,PA,502,0,3,0,1.004631,7,2.9285111038407483,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,20.028595,20.028595,0.992886,1.005629,0.0031638759852434164,1722.0,82.0,82.0,0.0,21.0,336.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203431.577238,52590,1885,8,0,PA,502,0,3,0,0.999393,0,2.885740806101615,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,21.027988,21.027988,0.992886,1.005629,0.003115629340996164,1804.0,82.0,82.0,0.0,22.0,352.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203432.578072,52590,1885,8,0,PA,502,0,3,0,1.000834,7,3.0222155528804633,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,22.028822,22.028822,0.992886,1.005629,0.0030424017753693483,1886.0,82.0,82.0,0.0,23.0,368.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203433.578631,52590,1885,8,0,PA,502,0,3,0,1.000559,7,2.9848100289785457,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,23.029381,23.029381,0.992886,1.005629,0.0029765751342178933,1968.0,82.0,82.0,0.0,24.0,384.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203434.580633,52590,1885,8,0,PA,502,0,3,0,1.002002,7,2.9475567402918768,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,24.031383,24.031383,0.992886,1.005629,0.002914902561015958,2050.0,82.0,82.0,0.0,25.0,400.0,16.0,16.0,0.0,0.0
